label,sensitive-attr,x1,x2
1,1,0.9083047722000486,-1.9512280701766955
1,1,-1.7422487228174355,-2.8568515976123328
0,0,5.2558456343574615,-3.942176398861559
0,1,-3.142692094029326,-3.48655047493843
1,1,-1.973730205542573,0.01359289057826052
1,1,1.5246682671515777,1.4651093562515576
1,1,5.61020248578989,1.4755692847478312
0,1,-1.4166031521974114,-3.742373121344293
0,0,-2.8418495326891664,-2.0861349350139244
0,0,-4.508273292991197,-0.29576428879506356
1,0,3.293547482220669,0.2249741700973289
1,0,6.53689417289022,2.6166769321856482
1,1,0.919036512611477,0.3327392391319419
1,1,3.9672841518612723,0.1547098235392066
1,1,-1.3060577095146666,2.6882455399939946
0,0,-4.031366412264549,-3.6204199449340795
1,1,-5.0917434228434075,-2.4358979098126423
0,1,-0.22164995442238067,1.3588925256627573
0,0,1.2403089741603868,1.0537575417655751
1,0,2.5110642719385554,4.018744352671138
1,1,-0.7187425269162535,-1.9756047711830624
1,1,2.1704088506713237,4.411099645294327
1,1,2.9528484809784654,2.578933112595746
0,1,0.5921296452252536,-2.7618390028616977
0,0,-2.713492030606221,0.29596046755029626
0,1,0.8941577854214358,-6.521803656082476
0,0,-8.255240964264406,-1.5498946271433898
0,1,-0.973770140391679,-3.4417162263259233
1,0,0.7245799386251204,4.124818780447887
1,1,2.2703128882601358,3.116727529662499
0,1,-1.8219138376535038,-3.195393440864568
1,1,-4.342495862280339,3.0013490608373
1,0,7.204849423006221,3.4599849249592554
1,1,4.331721046970998,3.9026975864341473
1,1,6.202054203427209,4.201880637356218
0,0,-1.3092567777802726,-3.932411176252269
0,1,1.0957951019314538,-0.8201185089531031
1,0,-3.1881971580403743,-0.9135681078478539
0,1,0.05795720128386339,0.8119081202171743
0,0,-2.2826471854906343,-2.525071782256237
1,0,2.572959380804581,1.0259449211173128
1,1,-0.5340151526558414,-2.3875828090860756
0,1,-3.431208912758545,-2.092341538779555
1,0,6.086155842477204,-2.929026106623006
0,0,1.5175802600838826,-1.749521422592115
0,0,-3.189494317104289,-2.458439237140924
0,1,-1.1736043381842531,-2.916020472865709
1,0,1.6237318275870707,1.5597782605694004
0,1,-3.535681131327544,-3.8127357438683327
0,0,-0.8399448675290972,-2.957855007666719
0,1,-6.937921882872044,-3.327358846366365
0,1,-4.132836440801132,-3.4526118632970695
1,0,2.451735032264201,-0.3590222483057448
0,1,2.704302143331404,-0.3136803396903647
0,1,-4.047434342744182,-1.6263803787053686
0,0,-2.3267907352219637,-1.6063924857061114
1,1,3.2494006020390582,0.1784323553039684
0,0,-0.9386670207398511,-1.8502883258571297
1,1,3.5219612960680453,1.1755742312867479
0,0,-7.432400790464195,-2.7824679531348036
1,1,2.1764271807910522,0.16594851060470406
1,1,3.4890097612586217,1.2229522075491612
1,0,2.926292786437985,3.322792464618948
1,1,3.148446222673974,0.6536292337668748
1,1,1.4303704232440537,-0.7478324079936649
1,0,0.34066707546349995,1.9241469034793046
1,1,2.5499711265814,5.148979492818285
0,0,-4.379570517794059,-1.707411562803852
1,1,-1.0602636700701287,1.6900671927930158
1,1,1.1814852389274946,0.001416510417656891
1,0,4.64739325035694,3.113924204329595
1,0,1.7176150657081761,2.1713199776851946
0,0,-10.577284932676022,-4.16006460139732
1,1,-0.7193871293607086,0.8321775784988779
0,1,1.6187242564474338,-1.3635494137412782
0,0,-3.5595702275276726,-3.01055508960426
0,0,-0.8921013873013761,-3.090678350093185
1,1,-0.30152278369432084,3.291333593845482
0,1,-1.3717815002736924,-1.456376712794856
0,0,1.9591653349277411,0.41578831661190274
1,1,-0.14411575954741007,0.9813501417774242
1,1,1.3388558637957662,0.9095127841318997
0,1,-3.7811157926508048,-0.8651378379896093
1,1,-1.3341470215275866,2.053009195561448
0,0,-3.1769561205306296,-3.6393677259738517
0,0,0.6016889569803086,6.622126149314913
1,0,7.667609290493714,3.3143637533803636
1,0,0.3364774405871491,1.762207986801134
1,0,6.097329951246454,4.235140051511724
0,1,2.8606083994569422,-3.827509600198938
0,1,-5.894587808372964,-4.217514020555888
1,0,5.289404917928115,3.5906045386159313
0,0,-0.8847743053996677,-4.8666440001133
1,1,1.2929518712952452,2.0935054542464036
1,1,2.73591352180307,1.32142093112751
0,1,0.9231070122120566,0.1787701957041219
1,1,-2.3170582098064427,-0.9360367244899281
1,0,-0.8793753885255535,-3.9377158668002537
0,0,-1.513515573018203,-5.179121507998721
1,0,3.878474438289996,3.0719070600288356
1,1,-3.8131654433192423,0.7835458959882398
1,1,4.248498019435704,2.804378957857352
0,1,-1.4416329160480854,-1.7519404502102276
1,0,-2.740691204664481,1.9510971425246357
1,1,1.5943815763306537,-1.5452531041269735
1,0,0.44794499405380384,0.038398744833817
0,0,-4.305286793733062,-2.060127897754046
0,1,-0.6369698125216887,-2.480957677813435
1,1,5.202515462702378,1.7218761155095346
1,1,3.313286734778865,3.8835217057762685
0,0,-1.2358112504025107,-2.071542974385741
0,0,0.5262330726020532,-1.2185956648054763
0,0,-3.410058656801491,-0.2527133217838575
1,1,3.2556977483134455,7.508223298781674
1,1,3.794900298154718,0.07759635436745249
1,1,-1.372039145465469,2.378014415966701
0,1,-5.5556348288616295,-2.6911190046613656
0,1,2.6495325266407423,0.25408130352162495
1,1,-0.3950167500653592,3.6343258180478992
1,1,2.8979186330406943,2.1939712730757464
0,1,-1.8032719431652156,-3.7570323708778055
0,0,1.4773052342999278,-3.131423216441288
0,1,-0.2486967312148738,-1.4152575221152373
0,0,-6.831963652508982,-2.9819398283077696
1,0,2.1018081090448546,1.2107189092961912
1,1,2.672774982172659,1.081748643590155
1,1,3.788277216078919,2.4729644449660384
1,0,5.676659740507808,3.0890991051356895
0,1,-2.265837931242676,-2.861568015225811
1,1,1.6449953563880921,1.0867963743943454
1,1,3.760311251260778,2.9371279197231366
1,1,0.13716910419475004,7.779310708510113
0,0,5.68626093445792,0.7881210328400097
0,1,-0.9434907437195343,-0.20862528471220343
1,1,2.45632888921024,0.7985418965413926
0,1,-9.949917863623256,0.09110869571783198
0,0,-11.025202419529691,-4.864004184018842
1,0,1.4047512468040053,2.0787390883762713
0,1,2.0591542954270103,-0.424405393871089
0,1,-4.193016237709813,-3.1957345312400296
1,1,5.5140521043497035,3.4609107038273086
1,1,3.406781346141174,0.5137720737887861
1,0,1.4847355591346587,0.20264913974662835
1,1,0.148233570080887,2.8538259543713314
0,0,-7.475181404637106,-0.8041882205330866
0,1,0.774116010333703,-3.118953925244157
0,0,0.22584315445850578,-2.033806689572943
0,0,3.5062110098731543,1.970225042323494
0,1,-1.6909270664566698,-1.1485915328433247
0,0,0.6178861138421428,0.45285731361366466
0,0,-5.063539807851626,-2.1220224920472748
0,0,2.852687681933329,6.782285613237288
0,1,-7.175406738492016,-2.5312004489254383
0,0,-1.0730541428008329,-1.3601007278339714
1,1,3.713805219992304,3.301313467952438
0,1,-4.388132722828743,-0.2722674944995185
1,0,1.150819591795495,3.6036231714379574
1,1,1.605010540519047,1.3929583959778777
0,1,4.090917945631059,-0.9091339285724584
0,1,-9.604785630651444,-6.064191204578664
0,1,-9.457699791997879,-1.0910667669331928
0,0,-1.3717471647028403,-0.6150107842223373
0,1,-7.844204118400641,-2.9001119868743572
1,0,0.19766456226468798,2.3704084928369142
1,0,2.7843850135299135,1.403630402298861
0,0,-6.387392298696436,-3.9203034644469685
0,0,-0.8022308265236644,-0.21531215060337416
1,1,1.1971150103691524,-0.03808488029360557
1,0,3.1710618014660765,5.012537788076978
1,1,-6.859920288127438,-1.389766065024542
0,0,-3.7957549679407814,-1.3401405827399278
1,0,5.5099033760820895,2.704768093202269
0,1,1.9851283974084635,-2.1395687365024085
0,1,-0.10685946361011545,-0.5947511354780515
0,0,2.078260548384274,-3.655515611025779
0,0,-5.9691717284710055,-2.8563073366494907
0,1,-0.09991636838632312,-3.0515254282823685
0,0,1.5041677707029573,-4.970139433654307
1,1,-0.7365830088641467,-0.1772701381362385
1,0,1.1264303880752728,1.8834446873550563
0,0,0.3117480982461629,3.1226126728666816
1,1,2.382511101157604,3.95684880714351
1,0,1.9833547681613364,6.011614390819324
0,0,-0.2497806646641556,-0.23906883778407684
0,0,0.7986420697466039,-0.0109491409955349
0,0,4.1021508868303656,2.896455041118175
1,1,-0.029547795755596074,0.25384830452754925
1,1,3.159831950563615,0.9921813140082456
1,0,5.801919389307249,-0.981324595918188
1,1,3.1683356896590738,5.633414259089699
0,0,2.9301683514647214,-1.85415687555147
1,1,2.02303650730047,3.404334662707842
0,0,-0.24117032441599684,-0.665568402753596
1,0,4.1177073049161255,4.5149789740643325
0,0,-1.7324336925950492,-0.6039702481962532
1,0,-0.9837076927843427,3.3805123031079574
0,1,-3.7034432667195185,-1.2688303978639763
1,1,2.220732238177073,2.329734590012239
1,1,2.2631944478510015,-2.194792793601944
1,1,8.66117386866105,4.982103773293876
0,1,3.5425349718684673,-4.304234761733603
1,1,6.250630456457613,6.575708570345379
0,1,1.4774011735804948,-1.405958545454661
1,1,1.9260986416906067,3.154574579052683
1,1,6.934776748576678,1.478996299779384
1,0,3.8591481834359627,-1.0671362738237158
0,0,-1.4992918580236632,0.38522761288719964
1,1,3.4482690758252694,4.395895053701768
0,1,-0.16924101194750407,-1.2883987791473093
0,0,1.0907797151581518,-0.5345782062448046
1,1,0.8557258500673408,1.5350493491999007
0,0,-1.2522383298152457,-3.5714555461786057
0,1,-2.2945723581203947,0.07712379141390135
0,0,-0.6273189406170276,-2.598972396605712
1,1,2.45024484182505,5.5749330037098925
1,1,5.171812502395438,2.1815641028963784
0,0,0.569308748795478,-0.7065838851909916
0,1,-4.16065060290534,-1.064645306622948
0,1,0.9200530338613144,-1.1469135553216545
